"dcra_code","tank_farm_id","uscg_id","aea_id","community_fips_code","entity_name","number_of_tanks","total_capacity","gasoline_capacity","diesel_capacity","av_gas_capacity","jet_fuel_capacity","other_fuel_capacity","barge_delivery","plane_delivery","road_delivery","inspected_by_uscg","fuel_supplier","recommendations_by_aea","distance_to_barge_mooring","tank_farm_evaluation_id","data_source","report","geometry"
"335EECA0-37D6-4DD3-A497-BB0FB0CDB44B",,,,"0261700",North Slope Borough,,,,,,,,,,,false,,,,,,,POINT (-163.00909423828125 69.74072265625)
"198362A5-508C-4395-8391-42808AB5823A",,,,"0276590",DOT&PF Tetlin APT,1,3000,,3000,,,,false,false,true,false,,,,,DEC,,POINT (-142.521728515625 63.12811279296875)
"415F06AF-2D4C-4C1A-879F-FCF2BE8760AF",,,,"0276590",Alaska Gateway School District - Tetlin,1,10000,,10000,,,,false,false,true,false,,,,,DEC,,POINT (-142.519775390625 63.1383056640625)
"77612800-0D07-46EF-A3BD-AF20E41D610E",,ANC-A-030,"115-BF-13","0203880",Alaska Village Electric Cooperative - Anvik,3,78000,,78000,,,,,,,true,,,,,DEC,,POINT (-160.193603515625 62.64990234375)
"7FC94AF0-E66C-48D3-8197-1854A8ADE01F",,,,"0203880",DOT&PF Anvik APT,1,3000,,3000,,,,false,true,false,false,,,,,DEC,,POINT (-160.1923828125 62.6492919921875)
"721D7D28-9E11-4A58-A705-BE3CBA892C42",,,"115-BF-17","0203880",Iditarod Area School District - Anvik,1,1500,,1500,,,,true,false,false,false,,,,,DEC,,POINT (-160.19427490234375 62.64910888671875)
"7D8DADC6-63EA-4BF0-A33B-AF25CB5B3CBF",,,,"0252940",Nelson Lagoon Enterprises,10,201000,58000,143000,,,,true,false,false,false,,,,,DEC,,POINT (-161.17718505859375 56.00531005859375)
E77A942D-7D0A-45CD-8F29-13F7F85F71A3,,,,"0261080",Platinum Airport Maintenance Station,2,2000,,2000,,,,,,,false,,,,,DEC,,POINT (-161.822998046875 59.01690673828125)
"4597868B-DAB9-43AA-A082-D0652EF78EEC",,,,"0261080",GCI Communication Corp. - Platinum TERRA SW,1,1000,,1000,,,,false,true,false,false,,,,,DEC,,POINT (-161.81689453125 59.00848388671875)
"09049BF3-80A1-449D-8DD9-F6F3D988870D",,,,"0261080",Platinum Traditional Village Council,1,10000,,10000,,,,true,false,false,false,,,,,DEC,,POINT (-161.818603515625 59.0120849609375)
F7542599-C08C-4AC9-B79E-0886B80A0C3F,,ANC-P-033,,"0261080","Goodnews Bay Mining Co, Platinum",,,,,,,,,,,true,,,,,,,POINT (-161.814697265625 59.00848388671875)
D10571D4-A159-4D6B-8CEB-92361739EC24,,ANC-P-102,,"0261080",Hanson Platinum Mobile,,,,,,,,,,,true,,,,,,,POINT (-161.814697265625 59.00848388671875)
"9EE26DD2-4A76-4497-A338-80454B55D00E",,,,"0264600",Alaska Village Electric Cooperative - Quinhagak,17,179100,,179100,,,,,,,false,,,,,DEC,,POINT (-161.91082763671875 59.74749755859375)
B41C346B-C17B-4154-A14C-3B28B36C4C1D,,,"375-BF-01","0264600",Alaska Army National Guard -  Quinhagak Readiness Center,1,1500,,1500,,,,false,false,true,false,,,,,DEC,,POINT (-161.89532470703125 59.7532958984375)
F82686D1-FA4A-47B8-84CD-E00DB30C843C,,ANC-S-045,,"0266470","Delta Western Fixed, St. Paul",,,,,,,,,,,true,,,,,,,POINT (-170.28228759765625 57.1204833984375)
FA1F5BF7-9E47-47F2-97D1-CC25786A50B2,,ANC-S-058,,"0266470","St. Paul Fuel LLC (Mobile), St. Paul",,,,,,,,,,,true,,,,,,,POINT (-170.28228759765625 57.1204833984375)
"66E08F69-68FD-40AD-99B3-7A2007C0697D",,,"391-BF-07","0266470",Forward Operating Location St. Paul,1,12000,,,,12000,,,,,false,,,,,DEC,,POINT (-170.22979736328125 57.1580810546875)
"569725C5-F6E9-4B28-96C7-8BDF5BCB6C06",,,"391-BF-08","0266470",LORAN Station St. Paul,2,10000,,10000,,,,false,false,true,false,,,,,DEC,,POINT (-170.2506103515625 57.1505126953125)
"31BBFA6C-90AD-4ACF-B8A0-A25868373F07",,ANC-S-107,,"0266470","Trident Seafoods, St. Paul",,,,,,,,,,,true,,,,,,,POINT (-170.28228759765625 57.1204833984375)
C2EE3D68-85C8-4D15-8DCF-735AE274FD08,,,"390-BF-03","0266470",Federal Aviation Administration - Saint Paul - SNP ATCBI,1,1000,,1000,,,,false,false,true,false,,,,,DEC,,POINT (-170.21942138671875 57.17071533203125)
"52B7BAA3-AC93-4AF7-8E9A-0DEEE954C6EE",,,"391-BF-06","0266470",Pribilof School District - Saint Paul,1,3000,,3000,,,,true,false,false,false,,,,,DEC,,POINT (-170.27947998046875 57.12109375)
"8D19934A-76B9-4669-B600-BFECB43DCCF3",,,"391-BF-05","0266470",Trident - Saint Paul,1,12000,,12000,,,,false,false,true,false,,,,,DEC,,POINT (-170.28387451171875 57.12469482421875)
"7AFEC631-2122-4F7A-AA44-2584FAFBC1D0",,,"390-BF-01","0266470",AK DOT&PF Saint Paul Island,2,2000,,2000,,,,,,,false,,,,,DEC,,POINT (-170.2205810546875 57.15789794921875)
"646C9FA3-4B5F-4C6C-ABE9-8F27FA0B7280",,,,"0203440",Inside Passage Electric Cooperative - Angoon,4,62000,,62000,,,,true,false,false,false,,,,,DEC,,POINT (-134.5858154296875 57.49908447265625)
A13608F5-7F72-484F-9ABF-102B38FF6875,,,,"0203440",Chatham School District - Angoon High School,1,1100,,1100,,,,false,false,true,false,,,,,DEC,,POINT (-134.5845947265625 57.49810791015625)
"38E82315-8B3C-44A8-8C51-723335301BFB",,,,"0233580",AK DOT&PF Silvertip Maintenance Station,3,7000,1000,6000,,,,false,false,true,false,,,,,DEC,,POINT (-149.43017578125 60.78509521484375)
"131A1E41-6632-44F1-9501-ABA1E95CE7E8",,,,"0200870",Akiak Airport Maintenance Station,2,2000,,2000,,,,false,false,true,false,,,,,DEC,,POINT (-161.2274169921875 60.9058837890625)
"26138EA6-C276-480E-BD37-260733B682D2",,ANC-A-008,,"0200870",Yupiit School District - Akiak,6,103800,5000,98800,,,,true,false,false,true,,,,,DEC,,POINT (-161.2283935546875 60.907470703125)
"1DFE0049-CD5E-4363-8E45-9C1BD35E298B",,,"356-BF-04","0260310",Petersburg School District - Stedman Elementary,1,1100,,1100,,,,false,false,true,false,,,,,DEC,,POINT (-132.9517822265625 56.8140869140625)
"43B781A0-2BFF-47EF-A784-555A71603EA7",,,"356-BF-06","0260310",GSA - Petersburg,1,1500,,1500,,,,false,false,true,false,,,,,DEC,,POINT (-132.9569091796875 56.8115234375)
"0F01BB32-5A29-4652-976C-10E724180102",,,"355-BF-03","0260310",AT&T - Petersburg - Kashevarof,1,6000,,6000,,,,false,true,false,false,,,,,DEC,,POINT (-132.98138427734375 56.236083984375)
"855FBE7C-9B33-45BC-8C4D-2394A0C95208",,,"355-BF-02","0260310",AT&T - Petersburg - Duncan Canal,1,6000,,6000,,,,false,true,false,false,,,,,DEC,,POINT (-133.17950439453125 56.75653076171875)
"0C8FE23A-EFDE-4FF0-8A74-D3F9F8D2A0F7",,,"356-BF-05","0260310",State of Alaska Department of Fish and Game - Petersburg,1,1000,1000,,,,,false,false,true,false,,,,,DEC,,POINT (-132.8218994140625 56.6126708984375)
"38E7CF68-F312-4AC0-8AC0-8200B684215A",,,"356-BF-02","0260310",Icicle - Petersburg,1,15000,,15000,,,,false,false,true,false,,,,,DEC,,POINT (-132.95819091796875 56.81451416015625)
EF7B6BA1-2FF6-404A-9A5F-01A83B09D969,,,"391-BF-03","0267020",AK DOT&PF Sand Point,2,2000,,2000,,,,,,,false,,,,,DEC,,POINT (-166.53997802734375 53.8970947265625)
"96BB9651-60E8-4357-9DC1-C24D1519AF25",,,,"0267020",TDX - Sand Point,3,41000,,41000,,,,false,false,true,false,,,,,DEC,,POINT (-160.4896240234375 55.34527587890625)
E1693C3D-F6A9-432D-8B18-315BB5BCFB77,,,"393-BF-01","0267020",Ravn Air - Sand Point,1,5000,,,,5000,,true,false,false,false,,,,,DEC,,POINT (-160.52178955078125 55.318115234375)
"952659E7-1F6B-458C-B0BD-64F21D2CB9C8",,,"391-BF-01","0267020",Aleutians East Borough School District- Sand Point,1,8000,,8000,,,,false,false,true,false,,,,,DEC,,POINT (-160.47540283203125 55.3519287109375)
A7EBAE89-F17F-40AC-8D9F-B0C83C6758D0,,,"232-BF-04","0234460",Alaska Power & Telephone - Hydaburg Power Generation Station,2,11000,,11000,,,,false,false,true,false,,,,,DEC,,POINT (-132.82501220703125 55.2144775390625)
C9BC00FA-491A-4D02-BFB8-B40977DA2016,,,"451-BF-07","0282200",AT&T - Valdez - Keystone,4,5000,,5000,,,,false,true,false,false,,,,,DEC,,POINT (-145.8291015625 61.06451416015625)
"15F42230-AEBD-4A55-B59D-170175A8B3BE",,,"452-BF-01","0282200",Copper Valley Electric Association - Valdez - Hydro Plant,1,1000,,1000,,,,false,false,true,false,,,,,DEC,,POINT (-146.30291748046875 61.08331298828125)
E440AFDF-429C-43EF-97E7-E99BC8872AF7,,,"452-BF-02","0282200",Copper Valley Electric Association - Valdez - Diesel Plant,3,41000,,41000,,,,false,false,true,false,,,,,DEC,,POINT (-146.36468505859375 61.13067626953125)
F19B2D16-1835-43FE-9850-72DF8B05E016,,,"451-BF-04","0282200",Copper Valley Electric Association - Valdez - Cogeneration Plant,1,1000,,,,1000,,false,false,true,false,,,,,DEC,,POINT (-146.2493896484375 61.08428955078125)
"1DF623E1-B266-4C31-BB2D-2ABE4B807661",,,,"0282200",USCG SFO Valdez,1,1000,,1000,,,,false,false,true,false,,,,,DEC,,POINT (-146.37139892578125 61.1373291015625)
"316442FE-F21C-4BAD-B4A4-700329BA1914",,,"451-BF-08","0282200",Alaska Army National Guard -  Valdez Readiness Center,1,1500,,1500,,,,false,false,true,false,,,,,DEC,,POINT (-146.24749755859375 61.1279296875)
"5D6DD34B-DAEE-49F9-988E-21E080CB537A",,,"455-BF-06","0282200",DOT&PF Thompson Pass MS,2,4000,,4000,,,,false,false,true,false,,,,,DEC,,POINT (-145.74908447265625 61.14093017578125)
"3E126E10-1FB3-4698-B4A2-1CE1635F721D",,,"451-BF-01","0282200",AT&T - Tiekel,4,5000,,5000,,,,false,true,false,false,,,,,DEC,,POINT (-145.268310546875 61.3441162109375)
"96237B31-0C4F-486F-99F1-B7F39326C8FA",,,"455-BF-03","0282200",DOT&PF Valdez MS,2,8000,,8000,,,,false,false,true,false,,,,,DEC,,POINT (-146.34130859375 61.135498046875)
"464FE024-2A99-4A73-956B-AFDC49328212",,,,"0282200",DOT&PF APT / MS,5,14000,2500,11500,,,,false,false,true,false,,,,,DEC,,POINT (-145.4796142578125 60.49951171875)
D90B5B01-B43C-47E6-AFBE-60E05BEBF7DC,,,"455-BF-04","0282200",Silver Bay Seafoods - Valdez,6,23300,,23300,,,,false,false,true,false,,,,,DEC,,POINT (-146.34600830078125 61.12371826171875)
C70F025D-17AF-456C-8E48-D5735931DDB5,,,,"0282200",Crowley - Valdez,1,10000,,10000,,,,false,false,true,false,,,,,DEC,,POINT (-146.26318359375 61.12451171875)
E9721470-3863-4DF0-8FA9-DEE71E0F717F,,,,"0282200",AT&T - Valdez,1,1000,,1000,,,,false,false,true,false,,,,,DEC,,POINT (-146.33758544921875 61.1317138671875)
"9BD1E836-06B9-4EAA-A631-8CCC69261C22",,,"455-BF-05","0282200",GCI Communication Corp. - Valdez Landing,2,2000,,2000,,,,false,false,true,false,,,,,DEC,,POINT (-146.3477783203125 61.127685546875)
"18A0F761-6B93-4198-82BD-6BEAA7405909",,,"455-BF-07","0282200",DOT&PF Valdez APT (Pioneer Field),2,3000,,3000,,,,false,false,true,false,,,,,DEC,,POINT (-146.24700927734375 61.131103515625)
"71EF2656-042E-4F42-A78D-E48CD254C0EB",,,"451-BF-06","0282200",AT&T - Valdez - Ptarmigan,4,5000,,5000,,,,false,true,false,false,,,,,DEC,,POINT (-145.63031005859375 61.20452880859375)
C1ADC4CF-10B4-46CB-869B-B99E2F70453E,,,"455-BF-01","0282200",Valdez City Schools,3,14000,,14000,,,,false,false,true,false,,,,,DEC,,POINT (-146.35888671875 61.138671875)
"10C293FA-932B-464D-A923-2CE29D264905",,,"451-BF-09","0282200",City of Valdez,9,43000,,43000,,,,false,false,true,false,,,,,DEC,,POINT (-146.3668212890625 61.13067626953125)
A9C92D12-FAE6-4509-996E-95FCD6FDAEA8,,,,"0252060",Alaska General Seafoods - Naknek Main Plant,4,20000,,20000,,,,false,false,true,false,,,,,DEC,,POINT (-156.99658203125 58.7301025390625)
E2BF956B-CE4D-4E04-954E-9B2D99151089,,,,"0252060",AK DOT&PF Naknek,1,1000,,1000,,,,,,,false,,,,,DEC,,POINT (-157.00469970703125 58.7310791015625)
F23482A5-67DC-4289-8D90-2F5BB44CD164,,,,"0252060","North Pacific Seafoods, Inc. - Naknek - Pederson Point",8,263300,9700,253600,,,,true,false,false,false,,,,,DEC,,POINT (-157.0623779296875 58.761474609375)
AFF28455-DC30-427A-8DD4-AEA794FA40B2,,ANC-N-008,,"0252060","North Pacific Seafoods, Inc. - Naknek - Red Salmon",12,38220,1000,37220,,,,false,false,true,true,,,,,DEC,,POINT (-156.97802734375 58.7376708984375)
F454630A-16D4-4DA7-8F38-7F966AF61A9F,,,"297-BF-05","0252060",Bristol Bay Express - Naknek,1,3000,3000,,,,,true,false,false,false,,,,,DEC,,POINT (-156.9578857421875 58.7454833984375)
"90C4118D-4186-4481-B51A-59065E6E841C",,,"299-BF-06","0252060",Ocean Beauty Seafoods LLC - Naknek,2,4000,1000,3000,,,,false,false,true,false,,,,,DEC,,POINT (-157.0010986328125 58.7291259765625)
F86D1C30-E88A-4241-900F-40D7DF2C4CD5,,ANC-N-003,,"0252060","L&M Equipment, Inc. (Mobile), Naknek",,,,,,,,,,,true,,,,,,,POINT (-157.0198974609375 58.728271484375)
A4E517D5-660D-44FF-8062-76DD31080D64,,ANC-N-002,,"0252060","Bristol Alliance Fuels, Naknek",,,,,,,,,,,true,,,,,,,POINT (-157.0198974609375 58.728271484375)
B1DC4322-ACA2-4952-8441-A4D3090B3A4B,,ANC-N-007,,"0252060","OBI, Seafoods",,,,,,,,,,,true,,,,,,,POINT (-157.0198974609375 58.728271484375)
A4713C99-5157-4572-A54F-A37EA3C662B9,,ANC-N-010,"299-BF-03","0252060",Trident - Naknek,7,57000,1000,56000,,,,false,false,true,true,,,,,DEC,,POINT (-157.0089111328125 58.72869873046875)
B247D73E-FA98-4ADA-B5A2-DF5D34CAB83B,,,,"0252060",Naknek Engine Sales & SRV,3,7000,6000,1000,,,,,,,false,,,,,DEC,,POINT (-157.013427734375 58.728271484375)
"295FD225-B6F2-4408-B6BB-01783A2C272A",,,"299-BF-01","0252060",Leader Creek Fisheries Inc.,3,22000,1000,21000,,,,false,false,true,false,,,,,DEC,,POINT (-156.94879150390625 58.74627685546875)
"0411680E-36BE-42E5-838F-43ACC390DB99",,,,"0252060",D & D Restaurant,1,1000,,1000,,,,false,false,true,false,,,,,DEC,,POINT (-157.019287109375 58.727294921875)
"1C2508B3-735C-43E0-9062-C168E05E150F",,,"296-BF-02","0252060",Alaska General Seafoods - Naknek Freezer Plant,1,1100,,1100,,,,false,false,true,false,,,,,DEC,,POINT (-156.99359130859375 58.73187255859375)
"5CE63EE1-AE92-409F-8DF0-21A5339183C7",,,"297-BF-01","0252060",Delta Western - Naknek,1,5000,5000,,,,,true,false,false,false,,,,,DEC,,POINT (-157.0142822265625 58.72747802734375)
AA7002E5-8CA3-4134-810A-4979F830E599,,,,"0237540",Alutiiq Power Co.,1,50000,,50000,,,,true,false,false,false,,,,,DEC,,POINT (-154.45379638671875 57.56787109375)
E01B3F6B-7D46-4185-BC28-80C76DB7851D,,,"256-BF-02","0237540",Kodiak Island Borough School District - Karluk,1,8000,,8000,,,,false,false,true,false,,,,,DEC,,POINT (-154.43658447265625 57.56268310546875)
"13B3E9E9-88BD-4D8B-9BCC-BF79E45636FE",,,,"0286490",Delta Western - Yakutat Airport Facility,1,9000,,,,9000,,false,false,true,false,,,,,DEC,,POINT (-139.669677734375 59.50830078125)
"81F57A32-C25E-45ED-8E5B-08EB3D597D66",,,"465-BF-02","0286490",Yakutat ARFF,1,1000,,1000,,,,,,,false,,,,,DEC,,POINT (-139.67041015625 59.50732421875)
"38F563B1-7DA1-41FB-8710-987CB4E1C088",,,,"0286490",Alaska Village Electric Cooperative - Yakutat,2,23300,,23300,,,,,,,false,,,,,DEC,,POINT (-139.724609375 59.5452880859375)
"04C5B487-CBD8-4D4D-AAC8-176B1871C27C",,,"465-BF-01","0286490",Yakutat DOT&PF SREB,3,14000,1000,13000,,,,false,false,true,false,,,,,DEC,,POINT (-139.67291259765625 59.50732421875)
"7D5A8BD8-2EC3-4F0D-B29C-8A0C58165A4B",,,,"0241500",Koliganek Airport Maintenance Station,2,2000,,2000,,,,true,false,false,false,,,,,DEC,,POINT (-157.26702880859375 59.726318359375)
"95DF95A0-6956-4D5C-9D73-51AD61ADE160",,,,"0241500",Southwest Region School District - Koliganek,4,50000,,50000,,,,true,false,false,false,,,,,DEC,,POINT (-157.28582763671875 59.7269287109375)
"4E2499EB-5842-459B-B3A2-CB4C6798626A",,ANC-S-016,"407-BF-05","0268670",Iditarod School District - Shageluk,7,36000,,36000,,,,true,false,false,true,,,,,DEC,,POINT (-159.5343017578125 62.65472412109375)
BFADDBCA-BBE5-4380-8B00-E203145EC46E,,,"406-BF-04","0268670",Alaska Village Electric Cooperative - Shageluk,6,52700,,52700,,,,,,,false,,,,,DEC,,POINT (-159.53277587890625 62.6580810546875)
"7EEB830F-716D-4B7E-B1AA-0E90DA5C1C9A",,,,"0203110",Petro 49 - Anchor Point,5,40100,18500,10800,,10800,,false,false,true,false,,,,,DEC,,POINT (-151.8330078125 59.78369140625)
"4EE59B93-7660-4A46-98B0-D8E8DCE49350",,,,"0203110",North Fork Unit,1,5000,,5000,,,,false,false,true,false,,,,,DEC,,POINT (-151.63031005859375 59.79730224609375)
D9A44F25-7BD5-452C-B8EC-E436366772FE,,,"447-BF-02","0280660","West Coast Aviation Services, Inc. apron",2,4000,,,,4000,,true,false,false,false,,,,,DEC,,POINT (-160.7991943359375 63.88189697265625)
"233BA067-6BF5-4221-8448-2A6DD3131467",,,,"0280660","Unalakleet Bulk Tank Farm - West Coast Aviation Services, Inc.",8,415200,46600,93200,,275400,,true,false,false,false,,,,,DEC,,POINT (-160.7742919921875 63.88568115234375)
C0078B6F-6E82-4228-8A2C-24B01CE556CE,,ANC-U-001,"443-BF-01","0280660",Bering Strait School District - Unalakleet,8,197400,,,,197400,,true,false,false,true,,,,,DEC,,POINT (-160.79510498046875 63.87652587890625)
A2A6565E-0AB3-4959-BD55-0557CA9A3A1E,,,,"0280660",Unalakleet Bulk Tank Farm - Unalakleet Native Corporation,8,411000,138000,273000,,,,true,false,false,false,,,,,DEC,,POINT (-160.7742919921875 63.88568115234375)
BB305CE8-F6DD-43BD-84C8-0B5E833AF5C6,,,,"0280660",Unalakleet Bulk Tank Farm - Unalakleet Valley Electric Coop,7,410400,,410400,,,,true,false,false,false,,,,,DEC,,POINT (-160.7742919921875 63.88568115234375)
"5724C91B-F6B4-4EF2-B050-67E266B4E600",,ANC-U-003,"443-BF-02","0280660",City of Unalakleet,9,56500,9000,47500,,,,true,false,false,true,,,,,DEC,,POINT (-160.79571533203125 63.87591552734375)
D56D7018-E852-420A-B32D-D20B5B07A893,,,,"0280660",DOT&PF Unalakleet APT,3,9000,,9000,,,,false,true,false,false,,,,,DEC,,POINT (-160.79730224609375 63.8792724609375)
"621FCC2F-3A90-426E-A211-00250864F71E",,,,"0280660",Ounalashka Corporation,1,1500,,1500,,,,false,false,true,false,,,,,DEC,,POINT (-166.55072021484375 53.88287353515625)
"0348C10F-900C-4DEE-B116-5841EADCA147",,,,"0280660",GCI Communication Corp. - Unalakleet/Blueberry Repeater,2,9000,,9000,,,,false,true,false,false,,,,,DEC,,POINT (-160.8834228515625 63.98870849609375)
CD097E8A-4E3A-4726-A8A1-A9E1F06AE093,,,,"0255030",AK DOT&PF Nondalton,2,2000,,2000,,,,,,,false,,,,,DEC,,POINT (-154.83721923828125 59.97930908203125)
"7811C706-626D-4B66-9F85-1F802EFF04D4",,,"332-BF-02","0255030",Lake and Peninsula School District - Nondalton,3,13400,,13400,,,,false,true,false,false,,,,,DEC,,POINT (-154.857421875 59.9669189453125)
"9FE4EA49-0ACD-4C6A-89BF-F196359859F6",,,,"0206630",National Park Service - Gates of the Arctic,2,2500,,1000,,1500,,false,true,true,false,,,,,DEC,,POINT (-151.5137939453125 66.9180908203125)
ACFDB0DB-4CB5-4622-965E-BDE30178DF29,,,,"0206630","Wild Lake Exploration Drilling and Mining, LLC",1,19000,,19000,,,,false,false,true,false,,,,,DEC,,POINT (-151.5819091796875 67.47607421875)
DA9AE6EB-3E04-4550-A71C-981B511781C4,,,,"0206630",DOT&PF Bettles APT,1,3000,,3000,,,,false,true,false,false,,,,,DEC,,POINT (-151.51568603515625 66.9171142578125)
CD1EA217-9CF2-47B5-94D1-728942BB55A6,,,,"0206630",Alaska Power & Telephone - Bettles Power Generation Plant,4,85000,,85000,,,,,,,false,,,,,DEC,,POINT (-151.56927490234375 66.885498046875)
D99442DA-9542-41C2-88DE-A2C473548FDD,,,,"0206630",AT&T - Bettles - Kaaruck,2,5000,,5000,,,,false,true,false,false,,,,,DEC,,POINT (-149.82489013671875 67.66748046875)
ADDAB7A9-008D-4294-A74F-B722E49B32DC,,,,"0206630",AT&T - Bettles - Fish,4,5000,,5000,,,,false,true,false,false,,,,,DEC,,POINT (-150.4232177734375 66.52728271484375)
"683F0B16-0349-48D4-94B5-27C2D5DCB65B",,,"258-BF-01","0238420",Hilcorp - Kenai Hanger,1,4000,,,,4000,,false,false,true,false,,,,,DEC,,POINT (-151.24188232421875 60.5684814453125)
"1C49E7B5-4A11-4F71-8688-C1B006050B00",,,"258-BF-03","0238420",Hilcorp - Kenai Gas Field - Pad 41-18,1,1000,,1000,,,,false,false,true,false,,,,,DEC,,POINT (-151.2744140625 60.47467041015625)
"3AE11B7A-9B95-4700-8C9A-FA09FF447888",,,,"0238420","North Pacific Seafoods, Inc. - Kenai",2,6000,2000,4000,,,,false,false,true,false,,,,,DEC,,POINT (-151.25677490234375 60.53631591796875)
"3D2816B2-1E4C-4829-8327-9D3E324174AF",,,"257-BF-08","0238420",Crowley - Kenai Terminal,2,16000,6000,,,10000,,false,false,true,false,,,,,DEC,,POINT (-151.24407958984375 60.56671142578125)
"3A004E0D-AF41-4BAE-8AC7-D2B77DBE62FD",,,,"0238420","Weaver Bros., Inc. Kenai Terminal",4,53600,10000,16800,,26800,,false,false,true,false,,,,,DEC,,POINT (-151.3184814453125 60.5775146484375)
C42E7D33-D740-4F3C-88CE-CDCB54F1E1C1,,,,"0238420",NRC Alaska - Kenai,1,2500,,2500,,,,false,false,true,false,,,,,DEC,,POINT (-151.3280029296875 60.61932373046875)
"835A9532-B50F-4307-8766-44E644F988D9",,,"257-BF-11","0238420",Andeavor Kenai LNG Facility,1,1000,1000,,,,,false,false,true,false,,,,,DEC,,POINT (-147.8026123046875 64.8560791015625)
C253B60F-62F5-4774-B931-D13375BD8265,,,,"0238420",Kenai Peninsula Borough - Nikiski Fire Station 2,1,2010,,2010,,,,false,false,true,false,,,,,DEC,,POINT (-151.302978515625 60.7288818359375)
F93EBEDC-66D5-4E8B-82A0-9F5BDB091DD5,,,,"0238420",Kenai Peninsula Borough - Nikiski Fire Station 1,1,1000,,1000,,,,false,false,true,false,,,,,DEC,,POINT (-151.3416748046875 60.6292724609375)
AE3A12BF-C938-4998-B176-94765EAE7B73,,,,"0238420",State of Alaska Department of Corrections - Wildwood Correctional Complex,2,2000,1000,1000,,,,false,false,true,false,,,,,DEC,,POINT (-151.30279541015625 60.58331298828125)
"9D2D53BE-A6BE-4C90-B542-326627B0F06A",,,"257-BF-05","0238420",ConocoPhillips Kenai LNG Facility,4,7624,1000,6624,,,,false,false,true,false,,,,,DEC,,POINT (-151.3831787109375 60.67852783203125)
DEB163BB-3EFE-46BC-8642-B72714A3D58C,,,,"0238420",North Kenai Highway Station,1,2000,,2000,,,,false,false,true,false,,,,,DEC,,POINT (-151.31939697265625 60.71429443359375)
A2AD11A6-2429-4E57-BB30-097D389AED9F,,,"257-BF-19","0238420",City of Kenai,2,15000,7500,7500,,,,false,false,true,false,,,,,DEC,,POINT (-151.2196044921875 60.54412841796875)
"7ADDFF04-A12F-4F20-9F36-FAD9B1F27C15",,,,"0238420",Homer Electric Association - Kenai Service Center,2,10000,5000,5000,,,,false,false,true,false,,,,,DEC,,POINT (-151.2373046875 60.5634765625)
D5BCC064-B7B2-4BA0-8911-B9BB258591BB,,,"257-BF-14","0238420",Federal Aviation Administration - Kenai - ENA ARSR,1,3000,,3000,,,,false,false,true,false,,,,,DEC,,POINT (-151.28302001953125 60.615478515625)
"697E1F9D-6660-4785-A1A5-3883D9ED9847",,,"258-BF-02","0238420",Federal Aviation Administration - Kenai - ENA NXRAD,1,2000,,2000,,,,false,false,true,false,,,,,DEC,,POINT (-151.351318359375 60.72589111328125)
"9ADD91D4-F447-462A-9EFB-96369EBC0BD7",,,,"0200065",TDX Power - Adak,3,41080,,41080,,,,false,false,true,false,,,,,DEC,,POINT (-176.6239013671875 51.89849853515625)
"0B9968B0-1FAB-46A8-A897-B09A7BE54763",,ANC-A-017,,"0200065","Adak Petroleum Bulk Fuel (Mobile), Adak",,,,,,,,,,,true,,,,,,,POINT (-176.64031982421875 51.8682861328125)
"7B5BCFD2-7BED-41D4-9BC8-06B061D0765A",,ANC-A-042,,"0200065",AK DOT&PF Adak,1,1000,,1000,,,,,,,true,,,,,DEC,,POINT (-176.64251708984375 51.8751220703125)
"992B0451-5B75-4FCC-A203-B62B2E651A00",,ANC-A-001,,"0200065",Adak Petroleum Bulk Fuel Facility,4,71100,51100,,,20000,,true,false,false,true,,,,,DEC,,POINT (-176.65460205078125 51.853515625)
"6121CAE2-E172-4CC6-AB99-275B9172EB71",,ANC-A-049,,"0204210","City of Atka, Atka",,,,,,,,,,,true,,,,,,,POINT (-174.2001953125 52.1978759765625)
"2B9BCCF0-A8EA-4A79-A9A5-E5459C1CB96E",,,,"0204210",AK DOT&PF Atka,2,2000,,2000,,,,,,,false,,,,,DEC,,POINT (-174.206298828125 52.21612548828125)
"995EFEC8-6A75-4544-A383-B1F0A2AB57A7",,,,"0202080",North Slope Borough School District - Anaktuvuk Pass,3,4000,,4000,,,,false,true,false,false,,,,,DEC,,POINT (-151.73919677734375 68.139892578125)
B809753A-7350-4257-8302-029E3DAC7A41,,,"283-BF-04","0243810",AK DOT&PF Levelock,2,2000,,2000,,,,,,,false,,,,,DEC,,POINT (-156.86297607421875 59.126708984375)
"3DF22722-8282-47E1-8E71-78EB77A66857",,,"112-BF-02","0243810",Lake and Peninsula School District - Levelock,1,12000,,12000,,,,false,false,true,false,,,,,DEC,,POINT (-156.8577880859375 59.1129150390625)
"2454F76D-02D9-4ABB-9E2C-9AE77AE9E9E7",,,,"0217740",Alaska Power & Telephone - Craig False Island Power Generation Station,2,11000,,11000,,,,false,false,true,false,,,,,DEC,,POINT (-133.13409423828125 55.48931884765625)
"68CEEBF4-3767-4E8A-8301-6323FA775299",,,,"0217740",Silver Bay Seafoods - Craig,1,10000,,10000,,,,false,false,true,false,,,,,DEC,,POINT (-133.14080810546875 55.4876708984375)
"9AF54278-0AC3-48DB-83EF-B042D108462E",,,,"0217740",Alaska Power & Telephone - Craig Power Generation Station,1,10000,,10000,,,,false,false,true,false,,,,,DEC,,POINT (-133.148681640625 55.4769287109375)
